date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:54:35	3249/3249	---MCZ	200	added ('OK')	text/css	etag:W/%22662a7db0-cb1%22	https://theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-122.css?ver=1714060720	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-1222152.css	(from https://theme.madsparrow.me/most/blog-default/)
08:54:36	77997/77997	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:34%20GMT	https://theme.madsparrow.me/most/category/events/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/category/events/index.html	(from https://theme.madsparrow.me/most/business-corporate/)
08:54:36	75528/75528	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:34%20GMT	https://theme.madsparrow.me/most/category/uncategorized/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/category/uncategorized/index.html	(from https://theme.madsparrow.me/most/business-corporate/)
08:54:36	73289/73289	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:34%20GMT	https://theme.madsparrow.me/most/ux-design-is-shifting-towards-realism/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/ux-design-is-shifting-towards-realism/index.html	(from https://theme.madsparrow.me/most/business-corporate/)
08:54:37	66088/66088	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:36%20GMT	https://theme.madsparrow.me/most/best-tools-to-collect-design-inspiration-for-designers/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/best-tools-to-collect-design-inspiration-for-designers/index.html	(from https://theme.madsparrow.me/most/business-corporate/)
08:54:37	29368/29368	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:36%20GMT	https://theme.madsparrow.me/most/wp-json/wp/v2/pages/122	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/wp/v2/pages/122.json	(from https://theme.madsparrow.me/most/blog-default/)
08:54:37	72989/72989	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:36%20GMT	https://theme.madsparrow.me/most/category/photography/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/category/photography/index.html	(from https://theme.madsparrow.me/most/business-corporate/)
08:54:38	2169/2169	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:37%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-default%2F	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embed8fb2.json	(from https://theme.madsparrow.me/most/blog-default/)
08:54:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202024%2014:54:37%20GMT	https://theme.madsparrow.me/most/?p=122	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/indexdb84.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:38	2322/2322	---M-Z	200	added ('OK')	text/xml	date:Wed,%2011%20Sep%202024%2014:54:37%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-default%2F&format=xml	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embed2c2f	(from https://theme.madsparrow.me/most/blog-default/)
08:54:39	175191/175191	---M--	200	added ('OK')	image/jpeg	etag:%22632ebec1-2ac57%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/cement-street-financial-downtown-shanghai-travel-1210x684.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/cement-street-financial-downtown-shanghai-travel-1210x684.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:39	83098/83098	---M--	200	added ('OK')	image/jpeg	etag:%22632ebee2-1449a%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/interior-concept-memphis-design-colorful-armchair-with-console-prop-3d-render_156429-415-1210x684.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/interior-concept-memphis-design-colorful-armchair-with-console-prop-3d-render_156429-415-1210x684.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:39	63145/63145	---M--	200	added ('OK')	image/jpeg	etag:%22632ebf99-f6a9%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/sebastian-banasiewcz-CMs6ZGOdyho-unsplash-1210x684.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/sebastian-banasiewcz-CMs6ZGOdyho-unsplash-1210x684.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:39	2740/2740	---M--	200	added ('OK')	image/jpeg	etag:%22632ebec2-ab4%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/cement-street-financial-downtown-shanghai-travel-90x90.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/cement-street-financial-downtown-shanghai-travel-90x90.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:39	123110/123110	---M--	200	added ('OK')	image/jpeg	etag:%22632ebef4-1e0e6%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-1036415740-1210x684.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-1036415740-1210x684.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:39	3172/3172	---M--	200	added ('OK')	image/jpeg	etag:%22632ebee3-c64%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/interior-concept-memphis-design-colorful-armchair-with-console-prop-3d-render_156429-415-90x90.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/interior-concept-memphis-design-colorful-armchair-with-console-prop-3d-render_156429-415-90x90.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:40	2631/2631	---M--	200	added ('OK')	image/jpeg	etag:%22632ebef5-a47%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-1036415740-90x90.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-1036415740-90x90.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:40	83013/83013	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:39%20GMT	https://theme.madsparrow.me/most/author/mad-sparrow/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/author/mad-sparrow/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:40	2212/2212	---M--	200	added ('OK')	image/jpeg	etag:%22632ebf9a-8a4%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/sebastian-banasiewcz-CMs6ZGOdyho-unsplash-90x90.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/sebastian-banasiewcz-CMs6ZGOdyho-unsplash-90x90.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:40	2500/2500	---M--	200	added ('OK')	image/jpeg	etag:%22632ec02a-9c4%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/portrait-beautiful-blonde-barbie-woman-perfect-makeup-tongue-sexy-licking-lip-donuts-earrings-90x90.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/portrait-beautiful-blonde-barbie-woman-perfect-makeup-tongue-sexy-licking-lip-donuts-earrings-90x90.jpg	(from https://theme.madsparrow.me/most/blog-default/)
08:54:42	6591/6591	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663d41c7-19bf%22	https://theme.madsparrow.me/most/wp-content/plugins/mailchimp-for-wp/assets/js/forms.js?ver=4.9.13	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/plugins/mailchimp-for-wp/assets/js/formsc8f9.js	(from https://theme.madsparrow.me/most/blog-default/)
08:54:42	69184/69184	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:40%20GMT	https://theme.madsparrow.me/most/how-to-create-a-nft-project-and-get-a-6000000/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/how-to-create-a-nft-project-and-get-a-6000000/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:42	83474/83474	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:40%20GMT	https://theme.madsparrow.me/most/blog-default/page/2/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-default/page/2/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:42	76839/76839	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:41%20GMT	https://theme.madsparrow.me/most/blog-default/page/3/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-default/page/3/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:42	65716/65716	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:41%20GMT	https://theme.madsparrow.me/most/top-10-things-to-keep-in-mind/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/top-10-things-to-keep-in-mind/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:43	2843/2843	---MCZ	200	added ('OK')	text/css	etag:W/%22662a7bdc-b1b%22	https://theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-148.css?ver=1714060252	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-1485407.css	(from https://theme.madsparrow.me/most/blog-card/)
08:54:43	72796/72796	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:42%20GMT	https://theme.madsparrow.me/most/category/wordpress/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/category/wordpress/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:45	75325/75325	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:43%20GMT	https://theme.madsparrow.me/most/tag/design/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/design/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:45	18621/18621	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:43%20GMT	https://theme.madsparrow.me/most/wp-json/wp/v2/pages/148	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/wp/v2/pages/148.json	(from https://theme.madsparrow.me/most/blog-card/)
08:54:45	72837/72837	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:44%20GMT	https://theme.madsparrow.me/most/tag/life-style/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/life-style/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:45	82642/82642	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:44%20GMT	https://theme.madsparrow.me/most/tag/news/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/news/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:47	72802/72802	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:45%20GMT	https://theme.madsparrow.me/most/tag/nft/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/nft/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:48	2154/2154	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:46%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-card%2F	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embedfc3c.json	(from https://theme.madsparrow.me/most/blog-card/)
08:54:48	72923/72923	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:46%20GMT	https://theme.madsparrow.me/most/tag/photography/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/photography/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:48	75330/75330	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:46%20GMT	https://theme.madsparrow.me/most/tag/realism/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/realism/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:48	70275/70275	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:46%20GMT	https://theme.madsparrow.me/most/tag/things/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/things/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:49	72823/72823	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:48%20GMT	https://theme.madsparrow.me/most/tag/travel/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/travel/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:50	2307/2307	---M-Z	200	added ('OK')	text/xml	date:Wed,%2011%20Sep%202024%2014:54:49%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-card%2F&format=xml	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embed4c23	(from https://theme.madsparrow.me/most/blog-card/)
08:54:51	72988/72988	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:49%20GMT	https://theme.madsparrow.me/most/tag/trend/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/trend/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:51	92778/92778	---M--	200	added ('OK')	image/jpeg	etag:%22632ebf98-16a6a%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/sebastian-banasiewcz-CMs6ZGOdyho-unsplash.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/sebastian-banasiewcz-CMs6ZGOdyho-unsplash.jpg	(from https://theme.madsparrow.me/most/blog-card/)
08:54:51	72853/72853	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:50%20GMT	https://theme.madsparrow.me/most/tag/ux-ui-design/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/tag/ux-ui-design/index.html	(from https://theme.madsparrow.me/most/blog-default/)
08:54:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202024%2014:54:50%20GMT	https://theme.madsparrow.me/most/?p=148	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/indexa36b.html	(from https://theme.madsparrow.me/most/blog-card/)
08:54:51	3547/3547	---MCZ	200	added ('OK')	text/css	etag:W/%22662a7b98-ddb%22	https://theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-131.css?ver=1714060184	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-131b4c3.css	(from https://theme.madsparrow.me/most/blog-list/)
08:54:51	176130/176130	---M--	200	added ('OK')	image/jpeg	etag:%22632ec028-2b002%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/portrait-beautiful-blonde-barbie-woman-perfect-makeup-tongue-sexy-licking-lip-donuts-earrings.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/portrait-beautiful-blonde-barbie-woman-perfect-makeup-tongue-sexy-licking-lip-donuts-earrings.jpg	(from https://theme.madsparrow.me/most/blog-card/)
08:54:52	207258/207258	---M--	200	added ('OK')	image/jpeg	etag:%22632ec074-3299a%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/fashionable-spacious-apartment-with-stylish-design-green-grey-white-pastel-colors-with-big-window-decorative-walls-bedroom-kitchen-space_267786-383.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/fashionable-spacious-apartment-with-stylish-design-green-grey-white-pastel-colors-with-big-window-decorative-walls-bedroom-kitchen-space_267786-383.8e.delaye	(from https://theme.madsparrow.me/most/blog-card/)
08:54:52	72569/72569	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:51%20GMT	https://theme.madsparrow.me/most/the-biggest-design-trends-of-2022/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/the-biggest-design-trends-of-2022/index.html	(from https://theme.madsparrow.me/most/blog-card/)
08:54:53	29893/29893	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:52%20GMT	https://theme.madsparrow.me/most/wp-json/wp/v2/pages/131	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/wp/v2/pages/131.json	(from https://theme.madsparrow.me/most/blog-list/)
08:54:53	67385/67385	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:52%20GMT	https://theme.madsparrow.me/most/blog-card/page/2/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-card/page/2/index.html	(from https://theme.madsparrow.me/most/blog-card/)
08:54:53	2154/2154	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:52%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-list%2F	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embedd587.json	(from https://theme.madsparrow.me/most/blog-list/)
08:54:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202024%2014:54:53%20GMT	https://theme.madsparrow.me/most/?p=131	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/indexd52d.html	(from https://theme.madsparrow.me/most/blog-list/)
08:54:54	2307/2307	---M-Z	200	added ('OK')	text/xml	date:Wed,%2011%20Sep%202024%2014:54:53%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-list%2F&format=xml	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embed1674	(from https://theme.madsparrow.me/most/blog-list/)
08:54:55	3441/3441	---MCZ	200	added ('OK')	text/css	etag:W/%22662af2cf-d71%22	https://theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-143.css?ver=1714090703	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-14386bd.css	(from https://theme.madsparrow.me/most/blog-list-3/)
08:54:56	30399/30399	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:55%20GMT	https://theme.madsparrow.me/most/wp-json/wp/v2/pages/143	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/wp/v2/pages/143.json	(from https://theme.madsparrow.me/most/blog-list-3/)
08:54:56	76951/76951	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:55%20GMT	https://theme.madsparrow.me/most/blog-list/page/3/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-list/page/3/index.html	(from https://theme.madsparrow.me/most/blog-list/)
08:54:56	83961/83961	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:55%20GMT	https://theme.madsparrow.me/most/blog-list/page/2/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-list/page/2/index.html	(from https://theme.madsparrow.me/most/blog-list/)
08:54:57	2164/2164	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:56%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-list-3%2F	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embeddd11.json	(from https://theme.madsparrow.me/most/blog-list-3/)
08:54:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202024%2014:54:56%20GMT	https://theme.madsparrow.me/most/?p=143	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/indexdc22.html	(from https://theme.madsparrow.me/most/blog-list-3/)
08:54:57	2317/2317	---M-Z	200	added ('OK')	text/xml	date:Wed,%2011%20Sep%202024%2014:54:56%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-list-3%2F&format=xml	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embedec93	(from https://theme.madsparrow.me/most/blog-list-3/)
08:54:58	3441/3441	---MCZ	200	added ('OK')	text/css	etag:W/%22662a92e8-d71%22	https://theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-136.css?ver=1714066152	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-136cf6c.css	(from https://theme.madsparrow.me/most/blog-list-2/)
08:55:00	77080/77080	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:58%20GMT	https://theme.madsparrow.me/most/blog-list-3/page/3/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-list-3/page/3/index.html	(from https://theme.madsparrow.me/most/blog-list-3/)
08:55:00	84460/84460	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:58%20GMT	https://theme.madsparrow.me/most/blog-list-3/page/2/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-list-3/page/2/index.html	(from https://theme.madsparrow.me/most/blog-list-3/)
08:55:00	30544/30544	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:54:59%20GMT	https://theme.madsparrow.me/most/wp-json/wp/v2/pages/136	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/wp/v2/pages/136.json	(from https://theme.madsparrow.me/most/blog-list-2/)
08:55:01	2164/2164	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:55:00%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-list-2%2F	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embed6bcf.json	(from https://theme.madsparrow.me/most/blog-list-2/)
08:55:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202024%2014:55:00%20GMT	https://theme.madsparrow.me/most/?p=136	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/index9469.html	(from https://theme.madsparrow.me/most/blog-list-2/)
08:55:01	2317/2317	---M-Z	200	added ('OK')	text/xml	date:Wed,%2011%20Sep%202024%2014:55:00%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Fblog-list-2%2F&format=xml	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embed58fc	(from https://theme.madsparrow.me/most/blog-list-2/)
08:55:02	2422/2422	---MCZ	200	added ('OK')	text/css	etag:W/%22662a7c54-976%22	https://theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-73.css?ver=1714060372	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/elementor/css/post-7352af.css	(from https://theme.madsparrow.me/most/list-style/)
08:55:04	25588/25588	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:55:03%20GMT	https://theme.madsparrow.me/most/wp-json/wp/v2/pages/73	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/wp/v2/pages/73.json	(from https://theme.madsparrow.me/most/list-style/)
08:55:05	77111/77111	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:55:03%20GMT	https://theme.madsparrow.me/most/blog-list-2/page/3/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-list-2/page/3/index.html	(from https://theme.madsparrow.me/most/blog-list-2/)
08:55:05	84570/84570	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:55:03%20GMT	https://theme.madsparrow.me/most/blog-list-2/page/2/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/blog-list-2/page/2/index.html	(from https://theme.madsparrow.me/most/blog-list-2/)
08:55:05	2159/2159	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Sep%202024%2014:55:04%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Flist-style%2F	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embedf866.json	(from https://theme.madsparrow.me/most/list-style/)
08:55:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Sep%202024%2014:55:04%20GMT	https://theme.madsparrow.me/most/?p=73	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/index8cae.html	(from https://theme.madsparrow.me/most/list-style/)
08:55:06	2312/2312	---M-Z	200	added ('OK')	text/xml	date:Wed,%2011%20Sep%202024%2014:55:05%20GMT	https://theme.madsparrow.me/most/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftheme.madsparrow.me%2Fmost%2Flist-style%2F&format=xml	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-json/oembed/1.0/embeda41e	(from https://theme.madsparrow.me/most/list-style/)
08:55:06	19665/19665	---M--	200	added ('OK')	image/jpeg	etag:%22632dc2d0-4cd1%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/vishwajeet-nishad-pc21vhOv-Uo-unsplash-500x288.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/vishwajeet-nishad-pc21vhOv-Uo-unsplash-500x288.jpg	(from https://theme.madsparrow.me/most/list-style/)
08:55:06	17471/17471	---M--	200	added ('OK')	image/jpeg	etag:%22632dc2e5-443f%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-1052039207-500x288.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-1052039207-500x288.jpg	(from https://theme.madsparrow.me/most/list-style/)
08:55:06	31065/31065	---M--	200	added ('OK')	image/jpeg	etag:%22632dc2fa-7959%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/alex-sh-ZsAfhWL6l3c-unsplash-500x288.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/alex-sh-ZsAfhWL6l3c-unsplash-500x288.jpg	(from https://theme.madsparrow.me/most/list-style/)
08:55:06	7132/7132	---M--	200	added ('OK')	image/jpeg	etag:%22632dc36b-1bdc%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-4361436-500x288.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-4361436-500x288.jpg	(from https://theme.madsparrow.me/most/list-style/)
08:55:07	32220/32220	---M--	200	added ('OK')	image/jpeg	etag:%22632dc37a-7ddc%22	https://theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-4173877-500x288.jpg	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/uploads/2022/08/stock-photo-4173877-500x288.jpg	(from https://theme.madsparrow.me/most/list-style/)
